crop,rainfall_mm,temperature_c,humidity_percent,soil_ph,fertilizer_kg_per_ha,yield_t_per_ha
maize,308.1,12.26,60.7,6.08,187.9,3.611
soybean,654.2,29.33,71.5,6.56,166.1,1.16
rice,325.7,21.73,53.9,6.41,73.4,3.144
sugarcane,452.8,42.56,59.8,7.33,203.7,24.553
rice,390.7,19.03,66.8,5.45,176.4,2.284
wheat,448.0,19.47,57.5,4.67,252.7,2.121
wheat,465.2,21.61,75.0,6.33,153.8,1.728
soybean,462.9,26.46,93.0,6.87,4.7,0.864
maize,808.3,22.18,53.7,6.62,14.0,2.166
soybean,323.8,28.67,40.0,7.49,208.9,1.481
soybean,655.1,19.13,35.0,6.85,104.4,1.178
soybean,904.5,16.71,62.7,6.05,184.9,2.006
soybean,471.7,14.21,55.1,4.64,159.1,1.766
sugarcane,420.5,11.66,68.1,6.31,136.7,12.862
sugarcane,542.4,21.89,67.0,7.32,142.3,54.057
rice,894.9,23.19,41.0,6.19,80.8,3.564
wheat,648.5,21.21,37.8,6.52,148.7,2.577
soybean,467.2,32.46,69.4,6.84,103.2,1.146
rice,721.0,32.37,67.0,5.69,120.2,2.477
wheat,324.4,22.99,58.6,7.0,124.1,1.903
maize,770.3,14.24,40.1,7.81,131.9,2.397
sugarcane,702.2,21.6,72.1,6.36,223.8,45.096
wheat,523.0,21.4,84.1,5.6,139.6,2.19
maize,390.4,21.06,69.2,6.45,231.9,2.96
wheat,378.3,20.81,52.3,4.72,273.0,1.98
sugarcane,733.7,21.08,65.7,6.77,218.4,44.566
sugarcane,907.2,22.68,44.5,6.86,192.8,57.56
rice,440.7,21.19,80.9,7.84,176.1,2.489
soybean,714.6,26.25,66.2,6.34,219.2,2.378
wheat,78.2,27.16,38.5,6.83,157.1,2.208
wheat,453.8,19.54,60.5,5.81,228.8,2.984
maize,592.2,32.63,71.9,6.21,199.1,1.49
sugarcane,372.6,19.12,60.0,5.28,121.2,30.806
wheat,365.9,15.29,60.9,6.34,221.7,1.606
sugarcane,433.1,27.28,46.6,6.26,157.3,52.025
wheat,673.0,20.1,73.5,6.74,141.5,1.594
rice,553.2,26.93,55.3,6.0,111.9,2.632
soybean,40.4,10.58,32.7,6.57,163.3,1.146
wheat,69.8,33.35,59.4,6.23,229.7,1.635
sugarcane,448.3,29.03,79.7,6.23,221.1,51.469
rice,714.4,16.0,59.2,6.56,178.3,2.774
wheat,0.0,16.13,91.1,6.53,198.0,1.652
maize,475.1,35.03,71.4,7.11,251.7,3.059
soybean,468.4,20.58,70.1,6.4,138.0,1.691
wheat,947.1,19.99,63.1,6.22,60.8,2.354
rice,503.7,11.4,64.0,6.36,254.1,0.748
maize,695.7,22.9,61.0,5.93,107.6,5.348
rice,635.3,23.63,60.5,6.21,94.8,1.962
rice,67.4,29.29,73.0,8.12,6.3,1.365
maize,792.1,16.61,51.0,5.77,195.7,3.042
rice,653.8,15.88,48.9,6.28,20.3,2.49
maize,727.1,27.71,48.2,6.19,90.0,1.584
wheat,1581.6,31.04,95.7,6.3,197.1,2.253
maize,79.0,15.57,73.0,6.24,207.8,3.219
maize,1031.2,31.49,69.6,6.72,97.9,4.223
soybean,528.1,25.23,49.1,5.13,139.3,1.478
maize,671.8,31.55,74.4,7.33,80.2,2.935
maize,588.6,24.58,63.3,7.01,106.1,3.765
wheat,493.9,9.87,68.2,5.51,171.3,1.348
soybean,457.5,24.09,50.4,4.68,109.9,1.154
sugarcane,682.4,31.36,67.4,5.72,130.5,34.115
wheat,220.7,19.64,58.6,6.31,32.8,1.838
wheat,787.6,22.67,53.5,8.56,240.6,2.337
sugarcane,496.0,23.94,76.0,6.93,190.8,58.123
maize,317.5,7.6,41.9,5.05,213.4,2.668
rice,487.5,35.03,73.5,5.95,253.2,2.755
soybean,914.3,19.59,75.3,6.46,84.0,1.837
rice,466.2,28.03,51.8,6.7,121.3,2.02
sugarcane,689.6,24.48,52.7,5.45,0.0,22.311
wheat,417.3,32.55,61.7,6.39,401.2,1.959
wheat,789.5,27.44,69.2,5.93,138.0,2.679
soybean,771.4,23.59,62.7,5.62,233.1,1.996
wheat,1062.2,19.64,71.5,6.71,50.9,2.36
wheat,556.1,29.79,91.4,7.12,229.7,3.174
soybean,767.2,13.76,57.4,7.17,298.6,1.311
soybean,624.5,28.88,39.3,6.96,145.2,1.711
sugarcane,924.0,18.41,77.4,6.1,69.1,45.725
wheat,420.3,32.51,90.2,7.07,138.9,0.978
wheat,786.3,25.97,70.9,6.75,0.0,1.513
sugarcane,551.3,28.86,48.7,6.61,147.0,55.869
maize,584.0,25.49,63.1,6.01,215.7,4.463
maize,622.9,14.49,48.2,6.1,147.1,1.879
maize,663.1,19.84,74.6,6.56,127.3,3.608
sugarcane,570.9,29.03,44.7,8.45,192.2,40.098
wheat,653.7,26.0,60.5,6.74,198.3,2.56
sugarcane,994.5,32.09,49.9,6.01,17.2,51.033
sugarcane,846.4,27.42,66.9,5.83,157.1,51.844
maize,817.3,19.2,59.5,6.11,344.9,3.393
rice,486.1,20.22,67.7,8.24,43.2,2.245
wheat,377.7,25.62,65.3,6.18,143.2,2.909
maize,838.8,11.12,50.2,7.23,305.3,2.62
rice,819.0,35.04,74.4,6.2,238.3,2.7
rice,968.2,27.65,64.3,6.71,108.9,3.007
soybean,449.0,32.36,50.2,7.13,166.5,1.893
wheat,542.6,15.52,98.6,6.04,149.8,1.952
rice,190.1,32.47,72.1,5.99,90.2,2.859
maize,501.9,38.39,62.7,7.83,144.1,2.853
soybean,849.1,17.07,86.2,7.29,127.6,1.645
wheat,483.4,29.63,92.6,7.13,159.0,1.743
sugarcane,760.1,25.01,62.8,7.13,90.1,45.813
maize,552.4,15.73,70.2,6.87,47.9,3.732
rice,681.0,27.96,50.2,8.11,146.7,3.93
rice,313.1,30.0,62.8,6.54,287.2,2.333
maize,621.3,21.39,62.0,6.96,156.6,4.449
rice,0.0,32.0,67.8,5.34,123.5,1.741
soybean,553.3,15.0,70.0,5.84,210.3,1.058
wheat,192.4,16.03,73.4,5.54,137.3,1.765
soybean,901.5,25.82,68.6,7.52,299.4,2.703
rice,794.4,25.15,46.8,4.46,149.7,3.167
sugarcane,716.7,20.7,50.9,6.18,206.0,48.165
wheat,980.3,29.86,56.8,4.11,89.6,1.995
wheat,362.8,28.19,60.8,5.83,190.2,2.219
maize,1036.8,30.15,80.8,6.11,172.0,4.356
maize,833.0,24.26,47.6,7.61,145.5,5.346
sugarcane,540.9,28.62,59.6,6.82,109.9,27.517
wheat,883.9,22.33,79.3,5.83,99.0,2.751
sugarcane,323.4,37.32,60.5,7.35,172.6,17.578
maize,393.9,20.12,71.9,6.51,200.3,4.711
maize,447.9,37.63,62.9,6.53,139.8,2.15
wheat,467.8,25.21,68.9,5.54,173.0,2.048
soybean,335.9,16.75,61.6,5.71,147.0,1.535
rice,905.8,33.21,75.0,5.84,157.9,2.814
maize,535.3,25.76,41.8,6.54,134.0,3.336
maize,688.1,30.11,59.6,6.56,151.4,3.015
soybean,457.4,32.34,69.4,7.74,365.8,1.41
soybean,144.8,27.03,73.0,6.81,174.9,1.056
sugarcane,667.5,21.45,87.4,4.33,201.6,30.445
sugarcane,121.9,30.85,59.1,6.71,185.0,36.341
rice,582.8,25.0,87.2,5.34,129.0,2.541
rice,257.9,29.12,55.1,5.73,253.5,3.12
wheat,1096.8,12.08,84.9,5.85,126.7,2.243
sugarcane,827.8,27.68,77.3,5.97,234.4,56.431
maize,626.4,21.17,51.3,5.4,123.3,3.817
sugarcane,915.9,34.92,69.6,6.66,73.2,51.826
maize,388.4,28.74,64.2,5.37,179.2,2.912
soybean,735.9,26.44,74.4,6.79,61.6,2.018
sugarcane,650.0,27.92,61.7,8.29,192.9,56.383
soybean,666.0,19.01,60.4,5.44,54.5,1.623
rice,918.1,34.74,85.5,6.27,124.5,3.09
rice,783.1,36.95,63.5,4.48,35.5,2.204
wheat,672.2,27.36,77.4,6.26,375.9,2.755
sugarcane,186.3,34.54,61.6,7.01,17.7,40.358
soybean,360.0,21.59,90.0,7.08,150.8,1.943
maize,569.3,20.22,54.8,6.56,241.5,4.973
rice,623.3,25.25,55.8,7.21,232.9,3.91
rice,317.4,27.61,87.9,8.54,218.1,2.142
maize,1202.9,22.64,58.3,7.87,124.6,4.316
soybean,979.1,28.23,89.0,6.08,258.1,2.348
soybean,750.5,26.84,78.4,5.34,223.1,2.337
sugarcane,618.0,19.01,62.7,6.18,167.0,41.253
sugarcane,546.9,28.11,37.8,5.74,169.2,49.497
wheat,362.0,30.18,64.7,6.86,125.7,1.494
rice,619.4,26.03,66.5,5.56,77.2,3.636
sugarcane,664.4,31.92,82.5,6.44,249.0,36.031
soybean,289.6,17.7,88.8,7.17,255.0,1.609
maize,683.5,27.81,54.7,6.42,79.3,2.907
soybean,561.2,17.98,77.0,5.74,137.7,1.776
rice,123.0,18.32,76.5,7.44,138.5,2.418
soybean,384.9,21.21,81.1,5.0,147.4,1.235
wheat,496.6,19.35,72.5,6.24,155.1,2.488
rice,1071.9,21.71,35.9,6.47,225.7,3.243
maize,739.1,23.72,62.7,6.51,90.2,4.761
wheat,266.1,30.02,47.7,6.64,82.3,1.701
rice,721.5,23.07,62.0,6.99,248.9,3.052
maize,213.2,15.49,79.7,6.47,113.0,1.959
wheat,870.7,31.84,69.6,6.21,49.0,1.618
wheat,482.2,19.98,82.2,6.17,111.2,2.68
rice,576.6,24.65,70.1,6.01,123.6,4.001
sugarcane,931.4,27.68,45.5,7.13,274.4,72.267
wheat,278.2,26.2,27.2,5.98,224.0,2.904
wheat,250.7,31.57,67.2,7.18,241.8,1.699
maize,454.1,27.87,61.8,6.52,215.6,4.279
soybean,859.6,19.83,50.3,6.08,225.7,1.691
rice,220.2,38.07,39.5,6.99,95.0,1.63
rice,0.0,26.17,54.0,5.92,134.1,0.895
sugarcane,487.2,24.12,62.1,7.01,70.8,43.956
sugarcane,737.9,30.78,75.0,6.67,133.2,32.606
rice,900.1,26.5,67.8,6.02,204.7,4.128
sugarcane,484.2,27.4,89.1,6.92,160.8,66.741
maize,497.1,39.95,49.5,6.94,254.9,2.169
rice,888.5,23.35,78.2,7.43,58.7,2.966
sugarcane,132.6,23.09,65.7,7.27,190.0,47.56
rice,502.9,25.7,75.4,6.89,50.1,2.864
soybean,647.6,31.43,58.5,5.6,157.5,1.642
wheat,712.3,15.96,81.1,8.46,209.2,1.546
rice,472.5,13.21,69.4,5.38,132.8,1.982
wheat,608.6,21.48,54.8,7.26,194.1,2.115
sugarcane,0.0,15.2,64.8,6.85,73.2,37.614
wheat,435.4,22.45,61.4,5.56,16.9,0.881
rice,713.4,28.01,72.3,6.4,194.6,4.304
soybean,354.4,19.66,47.3,6.44,289.5,1.135
sugarcane,614.7,16.44,64.6,7.54,70.3,42.976
rice,711.7,25.42,70.9,5.93,247.8,3.91
sugarcane,514.4,30.18,65.5,6.29,153.5,34.809
maize,642.6,14.83,85.2,4.63,43.1,3.022
wheat,359.3,29.92,76.6,7.89,59.5,2.182
maize,548.3,29.9,64.9,5.64,151.3,3.486
rice,752.6,30.72,68.3,6.76,117.6,3.38
soybean,639.2,32.31,69.4,6.42,45.0,0.519
sugarcane,453.4,38.21,71.0,6.42,14.5,18.306
wheat,656.1,22.86,37.6,7.15,82.3,2.736
sugarcane,778.7,25.66,60.5,7.84,165.5,51.559
rice,87.5,22.5,42.7,6.7,149.5,1.21
sugarcane,889.8,25.01,84.2,7.02,109.9,44.627
wheat,515.9,34.2,64.1,6.76,166.2,1.398
rice,706.4,16.93,62.1,7.31,233.2,2.594
sugarcane,899.3,19.83,78.5,6.13,181.5,45.422
soybean,257.1,33.26,71.3,7.36,140.3,1.319
rice,422.6,31.12,48.1,7.39,224.2,2.699
rice,527.9,22.82,63.9,7.37,73.2,3.715
soybean,404.1,30.13,60.0,5.97,132.0,1.687
maize,1033.7,27.05,38.8,6.37,133.9,4.653
wheat,385.8,34.0,54.6,6.69,51.0,2.146
maize,461.1,25.45,62.2,5.4,116.4,3.642
sugarcane,651.1,31.15,63.3,7.78,0.0,18.643
soybean,299.5,40.85,42.8,6.49,303.0,1.509
maize,501.1,28.59,82.3,6.73,75.0,3.514
rice,679.4,25.3,63.5,6.04,276.9,4.35
sugarcane,516.8,29.33,65.6,5.44,153.0,40.271
sugarcane,576.7,22.81,71.0,6.02,195.2,49.594
maize,467.7,39.33,53.2,6.68,110.9,3.184
maize,221.4,26.08,71.8,7.04,166.6,4.381
soybean,680.4,23.36,59.5,6.63,202.0,2.426
wheat,1038.7,19.99,51.6,6.78,203.2,2.906
maize,604.6,31.58,73.6,6.23,212.0,4.083
maize,656.3,30.2,87.4,6.9,120.5,3.639
rice,773.2,22.02,75.9,7.69,111.6,2.991
sugarcane,282.7,28.46,78.8,7.06,22.5,43.796
wheat,1025.6,15.95,57.2,7.15,191.9,1.734
rice,650.6,26.11,41.0,6.74,236.6,3.946
soybean,1008.0,27.72,87.4,5.3,279.3,1.717
soybean,416.7,35.24,95.8,5.66,174.4,0.987
maize,1054.5,20.38,88.1,6.86,88.7,3.403
maize,793.8,17.33,60.0,6.49,14.2,2.036
soybean,738.3,19.63,47.7,6.85,233.3,2.026
maize,658.5,16.98,49.0,7.84,6.3,1.528
wheat,537.9,33.02,39.7,7.08,122.8,1.84
maize,900.1,34.29,63.4,7.51,132.1,3.095
sugarcane,635.1,26.92,89.1,6.58,144.4,33.78
maize,108.2,32.33,62.9,5.85,152.9,2.431
rice,320.7,25.8,69.5,6.45,161.1,3.394
wheat,553.5,24.43,85.6,5.86,0.0,1.693
rice,677.5,23.0,58.9,7.75,151.2,3.252
rice,585.9,23.14,95.5,7.13,0.0,2.406
sugarcane,904.7,15.71,94.9,6.92,208.6,35.216
wheat,112.2,26.59,63.0,7.49,105.6,1.795
wheat,635.9,24.76,56.3,4.88,0.0,1.613
wheat,145.5,29.47,75.5,6.97,84.9,2.154
wheat,789.9,25.56,59.8,5.45,104.4,2.199
wheat,576.4,24.02,47.7,6.49,245.3,2.624
sugarcane,704.9,19.77,84.2,6.25,165.7,39.726
maize,384.0,25.43,83.2,7.03,177.6,3.812
rice,919.9,29.43,67.3,6.68,244.5,4.62
wheat,860.4,18.14,46.1,7.58,142.3,2.251
maize,745.9,25.52,46.6,6.02,210.3,3.945
maize,567.6,26.4,66.6,7.07,204.7,4.335
rice,745.0,20.69,57.5,6.63,47.1,2.826
sugarcane,423.3,21.47,59.9,5.19,267.8,39.47
soybean,813.9,26.38,80.3,5.77,36.4,1.178
soybean,1012.4,18.2,76.0,6.38,223.4,2.118
maize,867.7,27.1,85.7,7.39,28.6,2.568
rice,417.6,19.63,50.1,6.87,198.1,3.466
soybean,690.4,31.38,59.9,5.57,299.0,2.097
maize,276.7,39.03,76.4,6.39,133.0,1.995
sugarcane,743.1,19.84,71.7,8.11,129.5,33.489
soybean,712.7,28.21,88.0,6.59,198.8,1.815
maize,132.5,20.64,71.3,6.24,123.6,2.18
maize,309.6,31.25,92.7,6.89,295.5,3.368
wheat,529.2,17.41,73.1,7.11,165.4,1.858
sugarcane,524.8,27.88,80.9,6.14,124.4,50.081
wheat,297.6,19.76,60.1,6.9,106.8,2.571
rice,697.2,23.76,65.2,6.24,75.4,3.679
wheat,662.9,18.81,78.7,7.08,99.8,2.215
wheat,551.4,29.93,89.2,6.64,121.9,1.224
soybean,411.1,19.98,75.9,6.89,111.0,1.647
maize,862.2,28.31,63.8,5.89,97.3,5.345
sugarcane,1013.9,22.94,85.7,5.84,317.9,33.053
wheat,479.1,24.31,32.1,7.26,67.6,2.297
sugarcane,447.0,25.89,43.7,6.44,161.7,47.957
wheat,722.8,20.43,75.2,6.73,197.4,2.157
rice,510.5,26.26,65.2,6.25,200.4,4.289
wheat,565.2,34.18,74.1,7.22,145.3,2.542
soybean,784.9,20.33,66.0,6.01,130.7,2.03
maize,122.7,32.03,73.6,6.39,186.1,2.56
rice,929.6,33.99,52.8,7.13,171.3,1.924
wheat,618.2,20.1,73.6,7.44,129.3,2.265
sugarcane,497.1,16.27,79.9,6.08,25.0,39.409
rice,577.7,26.81,83.3,8.07,112.6,2.636
rice,590.6,21.72,95.2,6.75,58.3,2.415
wheat,167.2,36.21,68.7,5.67,96.6,2.82
rice,973.7,25.21,69.1,6.8,152.7,4.655
sugarcane,610.3,20.19,42.2,6.19,178.7,56.192
rice,710.8,18.12,57.0,6.85,292.4,2.138
sugarcane,837.9,31.54,62.1,6.47,107.0,35.517
wheat,344.7,21.57,80.8,6.56,212.0,2.354
maize,718.4,25.26,55.8,5.77,174.5,3.968
rice,533.1,30.73,76.9,7.29,253.7,3.963
maize,811.7,22.09,65.0,5.58,196.1,5.756
sugarcane,68.2,24.72,62.3,5.61,69.3,28.14
rice,575.2,24.9,68.7,6.79,12.2,3.296
soybean,449.3,29.1,59.1,7.78,174.9,1.634
maize,708.1,28.54,58.6,6.22,107.7,5.938
rice,717.5,23.68,39.4,7.06,71.6,2.971
maize,423.1,25.38,61.3,7.36,48.6,3.704
rice,422.0,22.77,57.8,7.15,162.9,4.117
wheat,572.3,16.13,57.3,6.25,270.6,2.485
maize,375.8,26.55,71.3,5.63,117.3,4.15
soybean,810.5,36.35,74.9,4.73,197.2,1.14
soybean,507.7,19.7,68.5,6.29,141.8,1.8
sugarcane,0.0,20.36,79.9,7.44,46.8,22.654
rice,506.3,19.78,73.6,5.6,208.8,3.106
maize,340.4,29.35,60.6,7.06,62.4,2.299
sugarcane,192.2,27.69,58.1,5.74,151.7,24.24
maize,290.6,24.05,69.7,6.58,122.7,3.789
rice,627.4,19.49,73.6,7.07,221.4,3.909
soybean,932.2,25.55,86.0,5.97,65.3,1.936
wheat,678.3,15.61,82.9,6.64,181.3,1.762
soybean,448.4,25.86,56.9,6.17,82.8,2.214
sugarcane,714.0,30.23,63.5,7.06,109.1,39.281
wheat,485.2,17.49,75.1,6.69,0.0,0.637
sugarcane,426.3,15.8,81.0,6.55,317.4,16.549
rice,311.4,34.48,79.1,7.75,194.0,1.518
wheat,162.0,21.33,64.0,7.03,88.6,2.188
sugarcane,502.5,31.82,46.2,5.95,60.0,29.363
rice,639.5,24.08,50.0,6.43,110.3,3.6
soybean,575.8,24.03,69.1,6.44,207.4,2.693
rice,496.0,27.63,70.1,6.56,0.0,1.34
maize,363.6,19.7,48.5,8.52,138.7,3.342
rice,752.1,25.79,65.7,6.8,291.7,4.733
rice,270.7,22.71,74.5,4.87,59.3,1.849
maize,794.0,17.08,47.7,6.07,156.4,4.256
sugarcane,349.4,27.02,81.6,4.95,326.3,42.852
sugarcane,411.9,23.42,59.3,6.24,200.6,49.272
rice,233.3,24.06,83.9,4.91,160.1,3.889
maize,474.6,17.74,57.0,5.8,190.5,3.703
maize,843.8,34.55,49.6,5.28,117.9,3.544
soybean,728.9,30.26,58.1,6.81,254.0,2.31
sugarcane,844.6,30.78,63.6,6.5,118.1,39.088
wheat,730.5,23.17,59.2,6.74,0.0,2.062
sugarcane,324.1,14.62,61.8,6.42,118.7,28.189
sugarcane,517.3,36.72,70.0,5.38,72.7,26.424
soybean,405.0,24.63,62.4,6.91,127.5,1.713
wheat,932.6,20.51,64.0,8.04,129.3,1.966
soybean,300.8,27.5,39.4,6.83,245.8,1.939
wheat,823.4,32.0,70.9,6.16,205.6,2.332
rice,823.2,24.86,63.7,5.36,171.1,3.497
wheat,1057.4,32.67,89.2,5.77,149.8,2.252
soybean,497.6,31.5,50.9,6.86,65.3,1.235
sugarcane,778.1,18.54,37.9,7.36,0.0,27.047
wheat,1170.4,20.96,74.3,6.71,159.1,2.688
wheat,445.6,30.75,70.2,7.14,213.6,2.415
maize,216.2,8.72,49.9,7.07,141.3,2.804
sugarcane,130.0,24.1,42.1,6.91,107.2,32.895
rice,778.2,16.42,88.1,5.97,187.2,3.005
soybean,129.2,22.14,86.2,6.64,143.3,1.269
rice,506.9,23.21,27.7,5.82,284.9,2.899
sugarcane,709.3,22.85,58.1,6.51,248.6,47.19
wheat,646.3,21.69,90.0,6.76,226.8,3.011
wheat,706.4,18.42,57.9,7.84,210.6,2.107
sugarcane,655.6,38.75,57.6,5.45,46.8,32.338
wheat,919.7,36.2,60.8,6.89,203.0,2.177
wheat,361.9,18.03,48.2,7.68,180.1,1.644
wheat,430.8,34.49,39.4,7.11,198.5,1.097
soybean,406.8,22.6,80.8,7.17,189.4,1.792
soybean,807.5,25.78,37.4,6.97,186.2,2.096
maize,825.1,24.62,68.7,7.54,366.1,5.133
rice,712.8,21.04,78.3,5.63,143.9,4.05
sugarcane,895.9,30.9,43.2,5.39,224.9,21.981
sugarcane,305.5,25.76,51.1,6.49,112.3,53.731
sugarcane,1016.8,22.14,83.2,4.77,213.3,55.286
maize,980.8,17.17,73.0,7.48,225.1,3.771
soybean,783.9,19.64,55.7,7.48,179.2,0.598
maize,1045.4,15.15,83.0,6.15,283.5,4.022
sugarcane,185.8,25.07,83.1,6.2,79.3,28.012
rice,468.9,17.82,69.0,6.44,111.0,2.241
wheat,416.2,23.41,51.5,6.54,167.0,2.415
soybean,780.4,33.22,58.8,6.6,220.5,1.624
soybean,337.5,32.2,69.3,6.95,164.4,1.609
maize,789.4,24.81,62.2,6.36,252.9,6.116
soybean,942.6,24.48,79.1,7.25,97.1,2.097
sugarcane,773.8,36.28,42.1,6.86,58.8,33.797
sugarcane,670.9,28.12,42.6,6.01,174.7,53.882
maize,353.0,23.03,67.7,7.57,143.8,2.992
sugarcane,388.3,16.44,57.6,5.41,193.4,28.986
rice,912.4,27.36,55.6,6.43,147.8,4.245
maize,794.8,29.98,38.5,7.27,122.8,4.192
rice,590.2,21.21,65.3,5.92,144.0,3.738
wheat,495.5,26.75,64.2,6.75,152.3,2.418
rice,93.5,22.82,74.8,6.93,125.6,2.906
wheat,332.3,23.9,66.0,5.81,133.7,1.815
wheat,1077.9,10.07,63.0,6.44,117.7,2.018
rice,279.9,23.67,82.7,6.37,218.5,2.959
maize,647.4,30.82,45.3,6.06,165.5,4.88
sugarcane,851.9,21.21,73.0,8.34,330.5,34.436
sugarcane,286.3,25.32,39.9,5.89,162.9,59.664
wheat,646.2,20.46,52.4,7.3,105.9,2.002
wheat,834.5,27.16,46.8,6.19,363.7,2.882
maize,603.1,23.7,76.7,5.63,183.1,4.605
soybean,1317.1,19.36,64.0,6.58,229.2,1.713
rice,182.9,33.0,64.8,7.02,197.4,2.273
wheat,864.7,30.57,48.4,7.24,199.8,1.999
sugarcane,556.8,21.37,60.5,7.75,192.9,42.108
maize,793.0,27.99,53.5,8.86,61.8,3.28
rice,710.3,28.22,70.8,6.7,179.4,3.103
maize,416.7,28.85,50.1,5.97,44.0,2.45
rice,657.2,14.83,84.9,6.86,136.1,1.433
rice,135.5,31.04,39.9,6.29,92.0,1.908
wheat,750.8,21.58,52.9,7.24,178.6,3.184
maize,674.5,22.85,90.2,5.46,176.7,3.484
maize,759.7,40.83,58.5,8.39,188.5,1.975
sugarcane,864.5,26.81,45.3,7.18,173.0,56.062
sugarcane,691.9,22.68,68.3,5.15,101.5,42.661
wheat,637.0,11.77,57.9,5.93,129.1,2.564
wheat,379.7,33.34,52.5,7.15,223.6,1.76
soybean,421.9,16.93,48.6,7.44,235.4,1.47
sugarcane,896.7,18.98,100.0,5.48,58.3,44.146
rice,959.1,23.01,61.2,7.07,27.5,3.076
maize,540.5,33.5,36.1,4.94,91.8,2.939
wheat,611.5,29.64,87.4,6.43,233.6,2.342
maize,373.8,24.05,74.2,7.39,247.2,5.777
maize,893.2,26.85,53.5,6.06,76.0,3.826
soybean,766.4,21.4,51.0,5.29,174.6,1.641
sugarcane,1085.3,25.84,75.1,6.62,296.8,61.276
wheat,380.4,25.44,61.3,6.02,183.2,1.808
maize,505.5,30.81,36.1,7.0,263.7,4.188
wheat,657.9,30.8,91.8,5.79,229.9,1.134
rice,761.6,27.96,58.5,5.88,77.2,3.007
soybean,546.1,22.83,87.4,4.88,134.8,1.504
rice,381.8,29.45,84.2,6.64,152.8,4.198
wheat,820.4,24.45,50.0,6.37,158.3,2.007
wheat,780.3,18.51,80.5,5.55,223.3,1.769
sugarcane,370.9,22.58,55.2,6.66,182.7,47.622
maize,938.9,25.51,37.0,7.32,0.0,2.352
maize,892.5,30.46,58.6,6.33,45.0,2.729
rice,633.6,23.9,71.0,6.71,0.0,1.951
soybean,619.9,17.74,58.1,6.72,164.0,1.087
maize,738.5,25.34,60.4,5.54,169.2,4.96
sugarcane,384.6,25.68,82.2,8.15,172.7,22.555
rice,607.5,26.12,66.6,6.12,73.3,3.071
rice,61.9,30.52,52.4,7.02,203.9,1.835
sugarcane,819.1,31.11,75.5,7.12,207.3,55.26
soybean,209.6,21.43,68.0,6.39,49.6,1.871
sugarcane,975.9,21.3,27.2,6.99,32.7,32.573
soybean,517.5,18.76,71.4,6.7,150.0,2.008
sugarcane,547.1,29.19,70.9,5.37,293.3,47.022
sugarcane,443.1,33.69,65.3,6.23,286.0,29.5
wheat,528.0,23.11,78.4,6.01,195.1,3.437
rice,954.6,23.55,54.9,6.13,91.6,3.664
sugarcane,0.0,33.8,70.0,5.46,220.9,30.04
sugarcane,919.2,28.03,41.5,7.4,113.8,52.785
maize,684.5,27.62,71.1,7.78,88.6,3.89
rice,298.2,17.85,94.3,7.28,0.0,1.958
maize,331.2,29.07,50.1,7.52,158.2,2.475
rice,1019.1,19.43,53.6,6.22,99.6,2.727
maize,363.6,18.2,54.3,5.99,157.7,3.682
sugarcane,311.7,22.92,66.9,5.88,0.0,28.895
sugarcane,884.3,21.49,49.1,7.02,163.6,59.905
wheat,684.6,23.67,71.3,6.68,0.0,1.673
maize,365.5,16.35,77.7,6.44,237.0,2.372
soybean,654.2,30.75,73.0,7.54,191.8,1.2
wheat,343.6,31.77,38.5,6.82,127.7,1.755
maize,875.2,13.32,79.9,5.83,195.0,2.351
maize,865.3,30.87,79.1,5.96,71.8,3.518
wheat,733.0,20.14,77.5,7.05,155.8,2.033
sugarcane,690.4,30.14,70.6,7.33,213.6,43.036
maize,1040.3,24.59,68.3,6.94,0.0,3.29
sugarcane,599.9,25.17,80.5,8.02,114.2,46.164
wheat,304.5,23.89,93.9,7.81,148.2,1.73
sugarcane,712.4,32.27,50.7,6.85,134.3,39.829
rice,1121.5,17.56,81.2,5.83,266.6,3.704
soybean,346.3,28.65,63.7,5.45,60.1,1.476
maize,509.6,31.61,63.1,6.19,100.3,3.712
soybean,704.1,29.3,42.0,7.1,0.0,0.852
sugarcane,586.5,38.95,60.7,7.96,270.8,40.188
maize,354.4,21.83,50.0,6.83,130.3,5.377
sugarcane,880.5,30.74,58.0,7.43,114.9,35.787
rice,1180.0,24.36,48.5,6.3,145.8,3.111
wheat,649.0,32.4,58.3,7.0,200.9,2.156
maize,374.0,24.95,58.9,7.16,177.8,4.853
rice,212.8,22.67,66.5,4.92,361.8,2.762
rice,664.5,32.84,40.8,6.17,186.3,1.947
maize,876.0,22.05,43.3,7.26,112.8,3.854
sugarcane,718.8,16.52,70.4,6.72,105.1,42.082
rice,599.4,21.9,53.0,5.54,118.6,2.83
soybean,452.7,28.71,81.1,4.56,29.9,1.405
rice,327.0,33.35,68.4,6.21,153.2,3.087
sugarcane,808.7,25.67,74.1,6.44,212.7,63.86
sugarcane,828.4,32.91,86.2,5.79,100.9,36.292
soybean,213.6,16.85,60.4,6.61,85.4,1.491
rice,997.5,22.34,56.4,6.91,271.3,3.616
sugarcane,743.5,23.27,78.1,7.04,35.9,30.0
maize,949.9,24.31,72.6,4.62,0.0,2.3
wheat,264.5,25.5,62.2,5.45,57.8,1.657
wheat,258.5,29.15,85.9,6.26,26.8,1.279
wheat,562.8,22.33,61.8,6.96,180.9,3.515
rice,725.7,25.83,65.5,6.89,121.1,4.951
soybean,1049.1,24.73,65.3,6.88,132.4,2.053
